Ref,Val,Package,PosX,PosY,Rot,Side
"R5","62k","R_0805_2012Metric_Pad1.20x1.40mm_HandSolder",388.730000,-11.965000,0.000000,bottom
"R6","330","R_0805_2012Metric",307.700000,-85.400000,0.000000,bottom
"R8","2k","R_0805_2012Metric_Pad1.20x1.40mm_HandSolder",397.840000,-26.492500,180.000000,bottom
"R9","2k","R_0805_2012Metric_Pad1.20x1.40mm_HandSolder",404.430000,-18.015000,0.000000,bottom
"R10","2k","R_0805_2012Metric_Pad1.20x1.40mm_HandSolder",390.340000,-29.570000,-90.000000,bottom
"R11","2k","R_0805_2012Metric_Pad1.20x1.40mm_HandSolder",394.040000,-26.492500,0.000000,bottom
"R12","62k","R_0805_2012Metric_Pad1.20x1.40mm_HandSolder",367.455000,-17.815000,90.000000,bottom
"R14","62k","R_0805_2012Metric_Pad1.20x1.40mm_HandSolder",365.430000,-17.790000,90.000000,bottom
"R15","62k","R_0805_2012Metric_Pad1.20x1.40mm_HandSolder",361.170000,-13.750000,90.000000,bottom
"R16","62k","R_0805_2012Metric_Pad1.20x1.40mm_HandSolder",366.420000,-20.790000,0.000000,bottom
"R17","62k","R_0805_2012Metric_Pad1.20x1.40mm_HandSolder",379.770000,-29.820000,90.000000,bottom
"SW1","SW_Push","switch_K2-1187SQ-A4SW-06",410.920000,-13.370000,180.000000,bottom
"U1","XC6206P332NR","SOT-223-3_TabPin2",415.280000,-31.140000,180.000000,bottom
"U2","74AHCT1G125","SOT-23-5",310.362500,-80.640000,180.000000,bottom
"U3","STM32F411RETx","LQFP-64_10x10mm_P0.5mm",382.305000,-19.515000,180.000000,bottom
"U4","24LC64","SOIC-8_3.9x4.9mm_P1.27mm",395.515000,-30.257500,180.000000,bottom
"U5","USBLC6-2SC6","SOT-666",429.910000,-24.785000,180.000000,bottom
"Y1","8MHz","Crystal_SMD_3225-4Pin_3.2x2.5mm",393.180000,-19.630000,0.000000,bottom
