Designator,Mid X,Mid Y,Rotation,Layer
"D108",357.695000,-119.665000,-90.000000,bottom
"D109",357.695000,-81.665000,-90.000000,bottom
"FB1",424.945000,-28.430000,0.000000,bottom
"J2",430.290000,-14.270000,0.000000,bottom
"Q1",402.692500,-13.430000,180.000000,bottom
"Q2",405.542500,-20.865000,180.000000,bottom
"Q3",398.502500,-12.680000,180.000000,bottom
"Q4",335.325000,-64.187500,-90.000000,bottom
"R2",409.530000,-25.165000,-90.000000,bottom
"R3",398.445000,-17.900000,0.000000,bottom
"R4",313.550000,-63.650000,90.000000,bottom
"R5",388.730000,-11.965000,0.000000,bottom
"R6",307.700000,-85.400000,0.000000,bottom
"R8",397.840000,-26.492500,180.000000,bottom
"R9",404.430000,-18.015000,0.000000,bottom
"R10",390.340000,-29.570000,-90.000000,bottom
"R11",394.040000,-26.492500,0.000000,bottom
"R12",367.455000,-17.815000,90.000000,bottom
"R14",365.430000,-17.790000,90.000000,bottom
"R15",361.170000,-13.750000,90.000000,bottom
"R16",366.420000,-20.790000,0.000000,bottom
"R17",379.770000,-29.820000,90.000000,bottom
"SW1",410.920000,-13.370000,180.000000,bottom
"U1",415.280000,-31.140000,180.000000,bottom
"U2",310.362500,-80.640000,180.000000,bottom
"U3",382.305000,-19.515000,180.000000,bottom
"U4",395.515000,-30.257500,180.000000,bottom
"U5",429.910000,-24.785000,180.000000,bottom
"Y1",393.180000,-19.630000,0.000000,bottom
